"","subjectcode","answer","question","context"
"8215","R_6G6Yv8m12dlADKN",1,"100000","erasemural"
"8216","R_7MhEveujIfnhkak",0,"100000","erasemural"
"8217","R_5GnokOz4d3Gz2Br",1,"100000","erasemural"
"8218","R_15SWBei8bCcYpbf",0,"100000","erasemural"
"8219","R_7QgBdUWj72saymS",1,"100000","erasemural"
"8220","R_5GcRDCTDgxetCHU",0,"100000","erasemural"
"8221","R_1eKWusLawIOfZTj",1,"100000","erasemural"
"8222","R_674luqY6eSalQr4",0,"100000","erasemural"
"8223","R_6MPTeiF2Pl1t0SB",0,"100000","erasemural"
"8224","R_3gbb7u0jpFabcid",0,"100000","erasemural"
"8225","R_1R0bIiGWnp2QGjv",1,"100000","erasemural"
"8226","R_3Di3d9K1bfbGd2h",0,"100000","erasemural"
"8227","R_1YzjqQQP2kYjvN4",0,"100000","erasemural"
"8228","R_1t2Le8dbGuUDPmj",0,"100000","erasemural"
"8229","R_1sEy4VhyuZUp7jP",1,"100000","erasemural"
"8230","R_34IbmnyWlZM00iX",0,"100000","erasemural"
"8231","R_6JLPVUCK0BykdgX",0,"100000","erasemural"
"8232","R_5HBvGRsP00qawuv",1,"100000","erasemural"
"8233","R_1ir0MofN0BfOmf6",0,"100000","erasemural"
"8234","R_6O2DJI8lqJLFeti",0,"100000","erasemural"
"8235","R_5p4gFpgTO8oKkyv",0,"100000","erasemural"
"8236","R_7fyGkjDWRWG6uiZ",0,"100000","erasemural"
"8237","R_3o75jLaW8FENSwq",0,"100000","erasemural"
"8238","R_5DAWa9TDDQWvH9m",1,"100000","erasemural"
"8239","R_78wcx8dK05iOn4Z",0,"100000","erasemural"
"8240","R_11hDuEJljoBled2",0,"100000","erasemural"
"8241","R_438TLIDKXpcpAuu",0,"100000","erasemural"
"8242","R_6rTx9wmO4OC1kJH",1,"100000","erasemural"
"8243","R_3BbqCLvkwWWvibv",0,"100000","erasemural"
"8244","R_3MQFo9L5Bge6DuN",0,"100000","erasemural"
"8245","R_3Ys6CRwGOs14iYc",0,"100000","erasemural"
"8246","R_3mW8p46YTwW9WQr",0,"100000","erasemural"
"8247","R_1aIZzLrLuubM8v4",0,"100000","erasemural"
"8248","R_7irmKKp5NolN9Vo",0,"100000","erasemural"
"8249","R_3tbv9DVV6IT5PlG",1,"100000","erasemural"
"8250","R_3BVLEyZqOOMpybh",0,"100000","erasemural"
"8251","R_2WNEbmL9ZcKhgYW",1,"100000","erasemural"
"8252","R_3BeOFjXlPfAz7vh",0,"100000","erasemural"
"8253","R_6uWNdftBtqFaWyO",0,"100000","erasemural"
"8254","R_17B66EbYHOXZ64F",0,"100000","erasemural"
"8255","R_6zkUHHOpDX2HtN3",0,"100000","erasemural"
"8256","R_5vZFoAIu2EZeCtR",0,"100000","erasemural"
"8257","R_6QGoWDMxNFBCX33",1,"100000","erasemural"
"8258","R_7Lj9llqoOZcSpvD",0,"100000","erasemural"
"8259","R_6O9CG2C0O207at1",0,"100000","erasemural"
"8260","R_18HZhAGmEU6nMWe",0,"100000","erasemural"
"8261","R_7BQitgo2iZsMloZ",0,"100000","erasemural"
"8262","R_6IAh7ytNcysof85",0,"100000","erasemural"
"8263","R_13CldxSsgpiJvlK",0,"100000","erasemural"
"8264","R_3nY2JncGLT4qYSJ",0,"100000","erasemural"
"8265","R_5z64ZlToOFtmZW1",0,"100000","erasemural"
"8266","R_5ClrzgBMKoNrDc4",0,"100000","erasemural"
"8267","R_196sHHURARBekZD",0,"100000","erasemural"
"8268","R_7S1dwFLlHa82EtO",0,"100000","erasemural"
"8269","R_3a5UkZKT5uiKyu5",0,"100000","erasemural"
"8270","R_7CZW3EATp3bE7i8",0,"100000","erasemural"
"8271","R_1sjFxu8heG3fTlo",0,"100000","erasemural"
"8272","R_6kJG08ibKlZ6jC1",0,"100000","erasemural"
"8273","R_7exbV4ivkXfnmO8",0,"100000","erasemural"
"8274","R_6nRlNv3mqDwK11f",1,"100000","erasemural"
"8275","R_7DU1KHRVjHMH0S7",0,"100000","erasemural"
"8276","R_5958J1gn3SIPONP",0,"100000","erasemural"
"8277","R_1gnpkyzxfJJQb3u",0,"100000","erasemural"
"8278","R_4GCdoKkmH0cHZUo",0,"100000","erasemural"
"8279","R_51uqXmr8GBbUs6N",1,"100000","erasemural"
"8280","R_3aOAQmG2MbYIK3f",0,"100000","erasemural"
"8281","R_7cCx8iUzuSpsZOT",0,"100000","erasemural"
"8282","R_7l6mC9Kk1U9zFS9",0,"100000","erasemural"
"8283","R_5akSws3mFqXQ3Wf",0,"100000","erasemural"
"8284","R_5ZRvuXPlwHsIIdH",0,"100000","erasemural"
"8285","R_3PFsFeV53dEUeje",0,"100000","erasemural"
"8286","R_3iZEhWQ1h3LWf7j",0,"100000","erasemural"
"8287","R_1tEknzpQ6Qyyqm0",0,"100000","erasemural"
"8288","R_1OqPMOXoB0uQJer",0,"100000","erasemural"
"8289","R_5RogzklD47As1uV",0,"100000","erasemural"
"8290","R_7XhzfFtNQuQCILQ",0,"100000","erasemural"
"8291","R_5cn7TUfppWSDV3X",0,"100000","erasemural"
"8292","R_72xVeCAlk3iH4CI",0,"100000","erasemural"
"8293","R_1d4i6BzFCKIQRPl",0,"100000","erasemural"
"8294","R_7zGTIvQdTHsU2Zd",1,"100000","erasemural"
"8295","R_7iUatMq3qoX0H5W",0,"100000","erasemural"
"8296","R_6vcBemRTO2aJc8f",0,"100000","erasemural"
"8297","R_5NDNrg7FDHyJbhj",0,"100000","erasemural"
"8298","R_3triPKyZzjMNf7X",1,"100000","erasemural"
"8299","R_7VgVkZqZDUyIUeZ",1,"100000","erasemural"
"8300","R_615SY5LRQlDRhJY",0,"100000","erasemural"
"8301","R_5NOrAsXun1PvJPU",0,"100000","erasemural"
"8302","R_3fjq7GzMVxzuoiA",0,"100000","erasemural"
"8303","R_7D2GfXQWMtybzgf",0,"100000","erasemural"
"8304","R_1GxAGZ8MmJgQaMD",1,"100000","erasemural"
"8305","R_5Ehkop1y3phcyaZ",0,"100000","erasemural"
"8306","R_1wLfKwE6V1XhMUY",0,"100000","erasemural"
"8307","R_5o7t3BrFIWbf7IB",0,"100000","erasemural"
"8308","R_3QQXGT9OyAscW8w",1,"100000","erasemural"
"8309","R_7zeUcQ8HQLjJiOx",1,"100000","erasemural"
"8310","R_7HAeQLccGrgcA3k",1,"100000","erasemural"
"8311","R_63n5a3jHESM5bfr",1,"100000","erasemural"
"8312","R_7UfkFMiZuxQ3vVU",0,"100000","erasemural"
"8313","R_7gk9oET1266fU65",0,"100000","erasemural"
"8314","R_5gNs0HS6pGU3C0u",0,"100000","erasemural"
"8315","R_1v6Nr0unXJ2yyme",0,"100000","erasemural"
"8316","R_5pmtzSZjKFyRLKg",1,"100000","erasemural"
"8317","R_5RdPmifJ3nvKler",0,"10000","erasemural"
"8318","R_7f6JXsKpwsfLDhC",0,"10000","erasemural"
"8319","R_5Hp16i3zHpEH1LT",0,"10000","erasemural"
"8320","R_1fSzyLCkBUG0Vbj",0,"10000","erasemural"
"8321","R_60BjwxQ1isortRE",0,"10000","erasemural"
"8322","R_6Lq9zFAs4jCL2ZH",1,"10000","erasemural"
"8323","R_3EZLtbk8yjxMIrI",0,"10000","erasemural"
"8324","R_3DuqpDxBnamDUPM",0,"10000","erasemural"
"8325","R_3R9rjKDUwSXJeVl",0,"10000","erasemural"
"8326","R_7h0f5zgwUSqYLWR",0,"10000","erasemural"
"8327","R_7LRNUkmMcu35ueA",0,"10000","erasemural"
"8328","R_6f2tggfYpKxISj1",0,"10000","erasemural"
"8329","R_6JJCjw2UI2ffkiG",0,"10000","erasemural"
"8330","R_6VF9jgGvIoETOMZ",0,"10000","erasemural"
"8331","R_1e3Q9N5RzKSduiJ",0,"10000","erasemural"
"8332","R_6oLvGItkZNgPC1Q",0,"10000","erasemural"
"8333","R_7fUxnJsTaghuorc",0,"10000","erasemural"
"8334","R_1LljRnrAevQTSDf",0,"10000","erasemural"
"8335","R_3fgdwcUC2PsS80h",0,"10000","erasemural"
"8336","R_5WuJIZRpW05YO3Z",0,"10000","erasemural"
"8337","R_1XNx2bVwBjQwqZP",1,"10000","erasemural"
"8338","R_7c2y9gxg4ZuTZKb",1,"10000","erasemural"
"8339","R_1WRJEjyq7ugmqw9",1,"10000","erasemural"
"8340","R_30P2LnfKRE1d7ch",0,"10000","erasemural"
"8341","R_5Bd1wDSJWunVopH",0,"10000","erasemural"
"8342","R_3DNxs5oNYHxrNpC",1,"10000","erasemural"
"8343","R_5p139da0MVHsD4Z",0,"10000","erasemural"
"8344","R_6CvmFHCgjbhnbx3",0,"10000","erasemural"
"8345","R_1qX9JlCuKxgH1YU",1,"10000","erasemural"
"8346","R_33wguO6j087IYFk",1,"10000","erasemural"
"8347","R_6Sv1k7n3EY3xJI6",0,"10000","erasemural"
"8348","R_19G9XvISWVTf6Br",0,"10000","erasemural"
"8349","R_16kBWQuaV8wUe5o",1,"10000","erasemural"
"8350","R_77lrzs37B64KdvJ",0,"10000","erasemural"
"8351","R_6C6CVPGFlZxr8oV",0,"10000","erasemural"
"8352","R_6QsbxSPrpRZfaDK",0,"10000","erasemural"
"8353","R_1CNP2mYKELE2LTt",0,"10000","erasemural"
"8354","R_1fOftTTHEeQUL8O",0,"10000","erasemural"
"8355","R_1Zl9LS1ROyWRavv",0,"10000","erasemural"
"8356","R_6YD3MHlVzj047zQ",0,"10000","erasemural"
"8357","R_3ls3MpEVuhqu9xG",0,"10000","erasemural"
"8358","R_1aKxLE1wW8MnC20",1,"10000","erasemural"
"8359","R_6Bsxa7jB6O0lhat",1,"10000","erasemural"
"8360","R_1JKgd4GeDyJdSFu",0,"10000","erasemural"
"8361","R_1xOfFazMVvcgSBj",0,"10000","erasemural"
"8362","R_6P5Ki0XsAjKB9uJ",0,"10000","erasemural"
"8363","R_51iutn4fVKapuT1",0,"10000","erasemural"
"8364","R_7AR1obNopJvb0hQ",0,"10000","erasemural"
"8365","R_3eB2zz9yssjPGjD",0,"10000","erasemural"
"8366","R_1foTUBk2vJjBXQf",0,"10000","erasemural"
"8367","R_7uy2P25ZxtLC1Zh",0,"10000","erasemural"
"8368","R_1se21ZwwxGB9DEJ",0,"10000","erasemural"
"8369","R_5oI6lLJFJivlh1D",0,"10000","erasemural"
"8370","R_5KATNLt2B8ralzj",0,"10000","erasemural"
"8371","R_11ZpJ1NEJNuhfm6",0,"10000","erasemural"
"8372","R_3tLoOkHbqM50mk1",0,"10000","erasemural"
"8373","R_61AtFrKpGZ5HUWZ",0,"10000","erasemural"
"8374","R_1e3JeQS3yEOsESy",0,"10000","erasemural"
"8375","R_5xT07bC61oO1Dvb",0,"10000","erasemural"
"8376","R_1Krn02XtwjN72TL",0,"10000","erasemural"
"8377","R_5P0EeFcYeIuDmmt",1,"10000","erasemural"
"8378","R_1PdlQxelfdGYAK2",1,"10000","erasemural"
"8379","R_16eDxW811m3VbZM",0,"10000","erasemural"
"8380","R_1yYqe4cBxZ47cpr",0,"10000","erasemural"
"8381","R_5ouuc6n8uCwGB4y",0,"10000","erasemural"
"8382","R_66mcL88y4HbYCLE",0,"10000","erasemural"
"8383","R_4J92WK4lDBc1KWQ",1,"10000","erasemural"
"8384","R_18AvcGTy8g5GuQn",0,"10000","erasemural"
"8385","R_5mwQE9gVNFJYGaE",1,"10000","erasemural"
"8386","R_67BeaTAKgLNLj5L",0,"10000","erasemural"
"8387","R_3sgn0qAw5TKtAtw",0,"10000","erasemural"
"8388","R_1Kg3xw7BfZ2WYM1",1,"10000","erasemural"
"8389","R_6Ei1CxojnW2e6sj",0,"10000","erasemural"
"8390","R_7HoRbkwWzuZIrUl",1,"10000","erasemural"
"8391","R_54cvjyhwfYdVIDn",1,"10000","erasemural"
"8392","R_3a9Vvch7ap1HvOo",0,"10000","erasemural"
"8393","R_1DXSSWbWjk9IRgb",0,"10000","erasemural"
"8394","R_76i1GiDWYW1bZIa",1,"10000","erasemural"
"8395","R_7Eb3l7vk7RIVyA9",0,"10000","erasemural"
"8396","R_7j11WHupxjlyRoZ",0,"10000","erasemural"
"8397","R_6qVEs35IZjrWchF",0,"10000","erasemural"
"8398","R_53uFXweaOctOQH7",0,"10000","erasemural"
"8399","R_3e5mi67V25V9jyV",0,"10000","erasemural"
"8400","R_67BtlgeG4xPnfxp",0,"10000","erasemural"
"8401","R_5CXXRX2VrDeebiF",0,"10000","erasemural"
"8402","R_6DomcBTN3Z4bC1z",0,"10000","erasemural"
"8403","R_7vexT78rtwVINGS",0,"10000","erasemural"
"8404","R_10S9gmEgPz5XJRn",0,"10000","erasemural"
"8405","R_1A2xTeY9CfXnqgx",0,"10000","erasemural"
"8406","R_1B2SIUEPCHsiDBn",1,"10000","erasemural"
"8407","R_5NwVDnrxIGNbfgr",0,"10000","erasemural"
"8408","R_3Pc8KMN4jxqiPFw",0,"10000","erasemural"
"8409","R_7MyEIxe92Tj0ekx",0,"10000","erasemural"
"8410","R_4xxtVZBdbvBvs9z",1,"10000","erasemural"
"8411","R_6M6wcKLgqNHdQso",0,"10000","erasemural"
"8412","R_6AesSerAQPGYyaJ",0,"10000","erasemural"
"8413","R_6G6Yv8m12dlADKN",1,"10000","erasemural"
"8414","R_7MhEveujIfnhkak",0,"10000","erasemural"
"8415","R_5GnokOz4d3Gz2Br",1,"10000","erasemural"
"8416","R_15SWBei8bCcYpbf",0,"10000","erasemural"
"8417","R_7QgBdUWj72saymS",1,"10000","erasemural"
"8418","R_5GcRDCTDgxetCHU",0,"10000","erasemural"
"8419","R_1eKWusLawIOfZTj",1,"10000","erasemural"
"8420","R_674luqY6eSalQr4",0,"10000","erasemural"
"8421","R_6MPTeiF2Pl1t0SB",0,"10000","erasemural"
"8422","R_3gbb7u0jpFabcid",0,"10000","erasemural"
"8423","R_1R0bIiGWnp2QGjv",1,"10000","erasemural"
"8424","R_3Di3d9K1bfbGd2h",0,"10000","erasemural"
"8425","R_1YzjqQQP2kYjvN4",0,"10000","erasemural"
"8426","R_1t2Le8dbGuUDPmj",0,"10000","erasemural"
"8427","R_1sEy4VhyuZUp7jP",0,"10000","erasemural"
"8428","R_34IbmnyWlZM00iX",0,"10000","erasemural"
"8429","R_6JLPVUCK0BykdgX",0,"10000","erasemural"
"8430","R_5HBvGRsP00qawuv",0,"10000","erasemural"
"8431","R_1ir0MofN0BfOmf6",0,"10000","erasemural"
"8432","R_6O2DJI8lqJLFeti",0,"10000","erasemural"
"8433","R_5p4gFpgTO8oKkyv",0,"10000","erasemural"
"8434","R_7fyGkjDWRWG6uiZ",0,"10000","erasemural"
"8435","R_3o75jLaW8FENSwq",0,"10000","erasemural"
"8436","R_5DAWa9TDDQWvH9m",0,"10000","erasemural"
"8437","R_78wcx8dK05iOn4Z",0,"10000","erasemural"
"8438","R_11hDuEJljoBled2",0,"10000","erasemural"
"8439","R_438TLIDKXpcpAuu",0,"10000","erasemural"
"8440","R_6rTx9wmO4OC1kJH",1,"10000","erasemural"
"8441","R_3BbqCLvkwWWvibv",0,"10000","erasemural"
"8442","R_3MQFo9L5Bge6DuN",0,"10000","erasemural"
"8443","R_3Ys6CRwGOs14iYc",0,"10000","erasemural"
"8444","R_3mW8p46YTwW9WQr",0,"10000","erasemural"
"8445","R_1aIZzLrLuubM8v4",0,"10000","erasemural"
"8446","R_7irmKKp5NolN9Vo",0,"10000","erasemural"
"8447","R_3tbv9DVV6IT5PlG",1,"10000","erasemural"
"8448","R_3BVLEyZqOOMpybh",0,"10000","erasemural"
"8449","R_2WNEbmL9ZcKhgYW",1,"10000","erasemural"
"8450","R_3BeOFjXlPfAz7vh",0,"10000","erasemural"
"8451","R_6uWNdftBtqFaWyO",0,"10000","erasemural"
"8452","R_17B66EbYHOXZ64F",0,"10000","erasemural"
"8453","R_6zkUHHOpDX2HtN3",1,"10000","erasemural"
"8454","R_5vZFoAIu2EZeCtR",0,"10000","erasemural"
"8455","R_6QGoWDMxNFBCX33",1,"10000","erasemural"
"8456","R_7Lj9llqoOZcSpvD",0,"10000","erasemural"
"8457","R_6O9CG2C0O207at1",0,"10000","erasemural"
"8458","R_18HZhAGmEU6nMWe",0,"10000","erasemural"
"8459","R_7BQitgo2iZsMloZ",0,"10000","erasemural"
"8460","R_6IAh7ytNcysof85",0,"10000","erasemural"
"8461","R_13CldxSsgpiJvlK",0,"10000","erasemural"
"8462","R_3nY2JncGLT4qYSJ",0,"10000","erasemural"
"8463","R_5z64ZlToOFtmZW1",0,"10000","erasemural"
"8464","R_5ClrzgBMKoNrDc4",0,"10000","erasemural"
"8465","R_196sHHURARBekZD",0,"10000","erasemural"
"8466","R_7S1dwFLlHa82EtO",0,"10000","erasemural"
"8467","R_3a5UkZKT5uiKyu5",0,"10000","erasemural"
"8468","R_7CZW3EATp3bE7i8",0,"10000","erasemural"
"8469","R_1sjFxu8heG3fTlo",1,"10000","erasemural"
"8470","R_6kJG08ibKlZ6jC1",0,"10000","erasemural"
"8471","R_7exbV4ivkXfnmO8",0,"10000","erasemural"
"8472","R_6nRlNv3mqDwK11f",1,"10000","erasemural"
"8473","R_7DU1KHRVjHMH0S7",0,"10000","erasemural"
"8474","R_5958J1gn3SIPONP",0,"10000","erasemural"
"8475","R_1gnpkyzxfJJQb3u",0,"10000","erasemural"
"8476","R_4GCdoKkmH0cHZUo",0,"10000","erasemural"
"8477","R_51uqXmr8GBbUs6N",0,"10000","erasemural"
"8478","R_3aOAQmG2MbYIK3f",0,"10000","erasemural"
"8479","R_7cCx8iUzuSpsZOT",0,"10000","erasemural"
"8480","R_7l6mC9Kk1U9zFS9",0,"10000","erasemural"
"8481","R_5akSws3mFqXQ3Wf",0,"10000","erasemural"
"8482","R_5ZRvuXPlwHsIIdH",1,"10000","erasemural"
"8483","R_3PFsFeV53dEUeje",0,"10000","erasemural"
"8484","R_3iZEhWQ1h3LWf7j",0,"10000","erasemural"
"8485","R_1tEknzpQ6Qyyqm0",0,"10000","erasemural"
"8486","R_1OqPMOXoB0uQJer",0,"10000","erasemural"
"8487","R_5RogzklD47As1uV",0,"10000","erasemural"
"8488","R_7XhzfFtNQuQCILQ",0,"10000","erasemural"
"8489","R_5cn7TUfppWSDV3X",1,"10000","erasemural"
"8490","R_72xVeCAlk3iH4CI",0,"10000","erasemural"
"8491","R_1d4i6BzFCKIQRPl",0,"10000","erasemural"
"8492","R_7zGTIvQdTHsU2Zd",0,"10000","erasemural"
"8493","R_7iUatMq3qoX0H5W",0,"10000","erasemural"
"8494","R_6vcBemRTO2aJc8f",0,"10000","erasemural"
"8495","R_5NDNrg7FDHyJbhj",0,"10000","erasemural"
"8496","R_3triPKyZzjMNf7X",1,"10000","erasemural"
"8497","R_7VgVkZqZDUyIUeZ",0,"10000","erasemural"
"8498","R_615SY5LRQlDRhJY",0,"10000","erasemural"
"8499","R_5NOrAsXun1PvJPU",0,"10000","erasemural"
"8500","R_3fjq7GzMVxzuoiA",0,"10000","erasemural"
"8501","R_7D2GfXQWMtybzgf",0,"10000","erasemural"
"8502","R_1GxAGZ8MmJgQaMD",0,"10000","erasemural"
"8503","R_5Ehkop1y3phcyaZ",0,"10000","erasemural"
"8504","R_1wLfKwE6V1XhMUY",0,"10000","erasemural"
"8505","R_5o7t3BrFIWbf7IB",0,"10000","erasemural"
"8506","R_3QQXGT9OyAscW8w",1,"10000","erasemural"
"8507","R_7zeUcQ8HQLjJiOx",0,"10000","erasemural"
"8508","R_7HAeQLccGrgcA3k",0,"10000","erasemural"
"8509","R_63n5a3jHESM5bfr",1,"10000","erasemural"
"8510","R_7UfkFMiZuxQ3vVU",0,"10000","erasemural"
"8511","R_7gk9oET1266fU65",0,"10000","erasemural"
"8512","R_5gNs0HS6pGU3C0u",0,"10000","erasemural"
"8513","R_1v6Nr0unXJ2yyme",0,"10000","erasemural"
"8514","R_5pmtzSZjKFyRLKg",1,"10000","erasemural"
"8515","R_5RdPmifJ3nvKler",0,"1000","erasemural"
"8516","R_7f6JXsKpwsfLDhC",0,"1000","erasemural"
"8517","R_5Hp16i3zHpEH1LT",0,"1000","erasemural"
"8518","R_1fSzyLCkBUG0Vbj",0,"1000","erasemural"
"8519","R_60BjwxQ1isortRE",0,"1000","erasemural"
"8520","R_6Lq9zFAs4jCL2ZH",0,"1000","erasemural"
"8521","R_3EZLtbk8yjxMIrI",0,"1000","erasemural"
"8522","R_3DuqpDxBnamDUPM",0,"1000","erasemural"
"8523","R_3R9rjKDUwSXJeVl",0,"1000","erasemural"
"8524","R_7h0f5zgwUSqYLWR",0,"1000","erasemural"
"8525","R_7LRNUkmMcu35ueA",0,"1000","erasemural"
"8526","R_6f2tggfYpKxISj1",0,"1000","erasemural"
"8527","R_6JJCjw2UI2ffkiG",0,"1000","erasemural"
"8528","R_6VF9jgGvIoETOMZ",0,"1000","erasemural"
"8529","R_1e3Q9N5RzKSduiJ",0,"1000","erasemural"
"8530","R_6oLvGItkZNgPC1Q",0,"1000","erasemural"
"8531","R_7fUxnJsTaghuorc",0,"1000","erasemural"
"8532","R_1LljRnrAevQTSDf",0,"1000","erasemural"
"8533","R_3fgdwcUC2PsS80h",0,"1000","erasemural"
"8534","R_5WuJIZRpW05YO3Z",0,"1000","erasemural"
"8535","R_1XNx2bVwBjQwqZP",1,"1000","erasemural"
"8536","R_7c2y9gxg4ZuTZKb",1,"1000","erasemural"
"8537","R_1WRJEjyq7ugmqw9",1,"1000","erasemural"
"8538","R_30P2LnfKRE1d7ch",0,"1000","erasemural"
"8539","R_5Bd1wDSJWunVopH",0,"1000","erasemural"
"8540","R_3DNxs5oNYHxrNpC",1,"1000","erasemural"
"8541","R_5p139da0MVHsD4Z",0,"1000","erasemural"
"8542","R_6CvmFHCgjbhnbx3",0,"1000","erasemural"
"8543","R_1qX9JlCuKxgH1YU",0,"1000","erasemural"
"8544","R_33wguO6j087IYFk",1,"1000","erasemural"
"8545","R_6Sv1k7n3EY3xJI6",0,"1000","erasemural"
"8546","R_19G9XvISWVTf6Br",0,"1000","erasemural"
"8547","R_16kBWQuaV8wUe5o",0,"1000","erasemural"
"8548","R_77lrzs37B64KdvJ",0,"1000","erasemural"
"8549","R_6C6CVPGFlZxr8oV",0,"1000","erasemural"
"8550","R_6QsbxSPrpRZfaDK",0,"1000","erasemural"
"8551","R_1CNP2mYKELE2LTt",0,"1000","erasemural"
"8552","R_1fOftTTHEeQUL8O",0,"1000","erasemural"
"8553","R_1Zl9LS1ROyWRavv",0,"1000","erasemural"
"8554","R_6YD3MHlVzj047zQ",0,"1000","erasemural"
"8555","R_3ls3MpEVuhqu9xG",0,"1000","erasemural"
"8556","R_1aKxLE1wW8MnC20",1,"1000","erasemural"
"8557","R_6Bsxa7jB6O0lhat",0,"1000","erasemural"
"8558","R_1JKgd4GeDyJdSFu",0,"1000","erasemural"
"8559","R_1xOfFazMVvcgSBj",0,"1000","erasemural"
"8560","R_6P5Ki0XsAjKB9uJ",0,"1000","erasemural"
"8561","R_51iutn4fVKapuT1",0,"1000","erasemural"
"8562","R_7AR1obNopJvb0hQ",0,"1000","erasemural"
"8563","R_3eB2zz9yssjPGjD",0,"1000","erasemural"
"8564","R_1foTUBk2vJjBXQf",0,"1000","erasemural"
"8565","R_7uy2P25ZxtLC1Zh",0,"1000","erasemural"
"8566","R_1se21ZwwxGB9DEJ",0,"1000","erasemural"
"8567","R_5oI6lLJFJivlh1D",0,"1000","erasemural"
"8568","R_5KATNLt2B8ralzj",0,"1000","erasemural"
"8569","R_11ZpJ1NEJNuhfm6",0,"1000","erasemural"
"8570","R_3tLoOkHbqM50mk1",1,"1000","erasemural"
"8571","R_61AtFrKpGZ5HUWZ",0,"1000","erasemural"
"8572","R_1e3JeQS3yEOsESy",0,"1000","erasemural"
"8573","R_5xT07bC61oO1Dvb",0,"1000","erasemural"
"8574","R_1Krn02XtwjN72TL",0,"1000","erasemural"
"8575","R_5P0EeFcYeIuDmmt",0,"1000","erasemural"
"8576","R_1PdlQxelfdGYAK2",1,"1000","erasemural"
"8577","R_16eDxW811m3VbZM",0,"1000","erasemural"
"8578","R_1yYqe4cBxZ47cpr",0,"1000","erasemural"
"8579","R_5ouuc6n8uCwGB4y",0,"1000","erasemural"
"8580","R_66mcL88y4HbYCLE",0,"1000","erasemural"
"8581","R_4J92WK4lDBc1KWQ",1,"1000","erasemural"
"8582","R_18AvcGTy8g5GuQn",0,"1000","erasemural"
"8583","R_5mwQE9gVNFJYGaE",1,"1000","erasemural"
"8584","R_67BeaTAKgLNLj5L",0,"1000","erasemural"
"8585","R_3sgn0qAw5TKtAtw",0,"1000","erasemural"
"8586","R_1Kg3xw7BfZ2WYM1",0,"1000","erasemural"
"8587","R_6Ei1CxojnW2e6sj",0,"1000","erasemural"
"8588","R_7HoRbkwWzuZIrUl",0,"1000","erasemural"
"8589","R_54cvjyhwfYdVIDn",1,"1000","erasemural"
"8590","R_3a9Vvch7ap1HvOo",0,"1000","erasemural"
"8591","R_1DXSSWbWjk9IRgb",0,"1000","erasemural"
"8592","R_76i1GiDWYW1bZIa",1,"1000","erasemural"
"8593","R_7Eb3l7vk7RIVyA9",0,"1000","erasemural"
"8594","R_7j11WHupxjlyRoZ",0,"1000","erasemural"
"8595","R_6qVEs35IZjrWchF",0,"1000","erasemural"
"8596","R_53uFXweaOctOQH7",0,"1000","erasemural"
"8597","R_3e5mi67V25V9jyV",0,"1000","erasemural"
"8598","R_67BtlgeG4xPnfxp",0,"1000","erasemural"
"8599","R_5CXXRX2VrDeebiF",0,"1000","erasemural"
"8600","R_6DomcBTN3Z4bC1z",0,"1000","erasemural"
"8601","R_7vexT78rtwVINGS",0,"1000","erasemural"
"8602","R_10S9gmEgPz5XJRn",0,"1000","erasemural"
"8603","R_1A2xTeY9CfXnqgx",0,"1000","erasemural"
"8604","R_1B2SIUEPCHsiDBn",1,"1000","erasemural"
"8605","R_5NwVDnrxIGNbfgr",0,"1000","erasemural"
"8606","R_3Pc8KMN4jxqiPFw",0,"1000","erasemural"
"8607","R_7MyEIxe92Tj0ekx",0,"1000","erasemural"
"8608","R_4xxtVZBdbvBvs9z",1,"1000","erasemural"
"8609","R_6M6wcKLgqNHdQso",0,"1000","erasemural"
"8610","R_6AesSerAQPGYyaJ",0,"1000","erasemural"
"8611","R_6G6Yv8m12dlADKN",1,"1000","erasemural"
"8612","R_7MhEveujIfnhkak",0,"1000","erasemural"
"8613","R_5GnokOz4d3Gz2Br",1,"1000","erasemural"
"8614","R_15SWBei8bCcYpbf",0,"1000","erasemural"
"8615","R_7QgBdUWj72saymS",0,"1000","erasemural"
"8616","R_5GcRDCTDgxetCHU",0,"1000","erasemural"
"8617","R_1eKWusLawIOfZTj",0,"1000","erasemural"
"8618","R_674luqY6eSalQr4",0,"1000","erasemural"
"8619","R_6MPTeiF2Pl1t0SB",0,"1000","erasemural"
"8620","R_3gbb7u0jpFabcid",0,"1000","erasemural"
"8621","R_1R0bIiGWnp2QGjv",0,"1000","erasemural"
"8622","R_3Di3d9K1bfbGd2h",0,"1000","erasemural"
"8623","R_1YzjqQQP2kYjvN4",0,"1000","erasemural"
"8624","R_1t2Le8dbGuUDPmj",0,"1000","erasemural"
"8625","R_1sEy4VhyuZUp7jP",0,"1000","erasemural"
"8626","R_34IbmnyWlZM00iX",0,"1000","erasemural"
"8627","R_6JLPVUCK0BykdgX",0,"1000","erasemural"
"8628","R_5HBvGRsP00qawuv",0,"1000","erasemural"
"8629","R_1ir0MofN0BfOmf6",0,"1000","erasemural"
"8630","R_6O2DJI8lqJLFeti",0,"1000","erasemural"
"8631","R_5p4gFpgTO8oKkyv",0,"1000","erasemural"
"8632","R_7fyGkjDWRWG6uiZ",0,"1000","erasemural"
"8633","R_3o75jLaW8FENSwq",0,"1000","erasemural"
"8634","R_5DAWa9TDDQWvH9m",0,"1000","erasemural"
